_id,Year,County,PQI,PQIDescription,Count_ICD9,Population_ICD9,ObsRate_ICD9,RiskAdjRate_ICD9,Count_ICD10,Population_ICD10,ObsRate_ICD10,RiskAdjRate_ICD10,AnnotationCode,AnnotationDesc
2030,2017,Inyo,3,Diabetes Long-term Complications,,,,,18,"14,164",127.1,117.2,,
2031,2018,Inyo,3,Diabetes Long-term Complications,,,,,15,"14,208",105.6,97.0,,
2032,2019,Inyo,3,Diabetes Long-term Complications,,,,,11,"14,295",76.9,70.7,,
2033,2020,Inyo,3,Diabetes Long-term Complications,,,,,19,"15,134",125.5,116.4,,
2034,2021,Inyo,3,Diabetes Long-term Complications,,,,,16,"15,080",106.1,98.3,,
2035,2022,Inyo,3,Diabetes Long-term Complications,,,,,14,"14,942",93.7,86.7,,
2036,2023,Inyo,3,Diabetes Long-term Complications,,,,,20,"14,859",134.6,114.5,,
2037,2005,Kern,3,Diabetes Long-term Complications,659,"526,395",125.2,146.2,,,,,,
2038,2006,Kern,3,Diabetes Long-term Complications,704,"544,084",129.4,151.3,,,,,,
2039,2007,Kern,3,Diabetes Long-term Complications,653,"557,795",117.1,136.6,,,,,,
2040,2008,Kern,3,Diabetes Long-term Complications,615,"568,635",108.2,125.7,,,,,,
2041,2009,Kern,3,Diabetes Long-term Complications,711,"578,043",123.0,142.4,,,,,,
2042,2010,Kern,3,Diabetes Long-term Complications,776,"587,730",132.0,152.1,,,,,,
2043,2011,Kern,3,Diabetes Long-term Complications,809,"597,565",135.4,155.5,,,,,,
2044,2012,Kern,3,Diabetes Long-term Complications,692,"576,340",120.1,132.0,,,,,,
2045,2013,Kern,3,Diabetes Long-term Complications,787,"583,929",134.8,147.7,,,,,,
2046,2014,Kern,3,Diabetes Long-term Complications,738,"622,019",118.6,133.2,,,,,,
2047,2015,Kern,3,Diabetes Long-term Complications,582,"441,243",131.9,140.6,,,,,,
2048,2016,Kern,3,Diabetes Long-term Complications,,,,,622,"623,722",99.7,80.0,,
2049,2017,Kern,3,Diabetes Long-term Complications,,,,,803,"629,153",127.6,101.9,,
2050,2018,Kern,3,Diabetes Long-term Complications,,,,,769,"635,272",121.1,96.2,,
2051,2019,Kern,3,Diabetes Long-term Complications,,,,,822,"640,390",128.4,101.5,,
2052,2020,Kern,3,Diabetes Long-term Complications,,,,,746,"644,321",115.8,90.9,,
2053,2021,Kern,3,Diabetes Long-term Complications,,,,,783,"651,305",120.2,94.5,,
2054,2022,Kern,3,Diabetes Long-term Complications,,,,,783,"655,754",119.4,93.7,,
2055,2023,Kern,3,Diabetes Long-term Complications,,,,,862,"654,092",131.8,118.9,,
2056,2005,Kings,3,Diabetes Long-term Complications,59,"104,744",56.3,71.1,,,,,,
2057,2006,Kings,3,Diabetes Long-term Complications,95,"106,917",88.9,111.3,,,,,,
2058,2007,Kings,3,Diabetes Long-term Complications,76,"108,972",69.7,86.5,,,,,,
2059,2008,Kings,3,Diabetes Long-term Complications,95,"110,111",86.3,105.7,,,,,,
2060,2009,Kings,3,Diabetes Long-term Complications,80,"109,913",72.8,88.1,,,,,,
2061,2010,Kings,3,Diabetes Long-term Complications,109,"110,532",98.6,118.4,,,,,,
2062,2011,Kings,3,Diabetes Long-term Complications,103,"111,322",92.5,110.6,,,,,,
2063,2012,Kings,3,Diabetes Long-term Complications,95,"107,485",88.4,102.7,,,,,,
2064,2013,Kings,3,Diabetes Long-term Complications,131,"107,035",122.4,141.4,,,,,,
2065,2014,Kings,3,Diabetes Long-term Complications,102,"114,326",89.2,103.6,,,,,,
2066,2015,Kings,3,Diabetes Long-term Complications,88,"78,983",111.4,125.7,,,,,,
2067,2016,Kings,3,Diabetes Long-term Complications,,,,,106,"108,591",97.6,100.1,,
2068,2017,Kings,3,Diabetes Long-term Complications,,,,,88,"108,704",81.0,82.8,,
2069,2018,Kings,3,Diabetes Long-term Complications,,,,,113,"110,152",102.6,104.5,,
2070,2019,Kings,3,Diabetes Long-term Complications,,,,,113,"111,551",101.3,102.7,,
2071,2020,Kings,3,Diabetes Long-term Complications,,,,,107,"111,628",95.9,96.5,,
2072,2021,Kings,3,Diabetes Long-term Complications,,,,,109,"111,603",97.7,98.2,,
2073,2022,Kings,3,Diabetes Long-term Complications,,,,,120,"112,177",107.0,107.0,,
2074,2023,Kings,3,Diabetes Long-term Complications,,,,,131,"111,961",117.0,109.2,,
2075,2005,Lake,3,Diabetes Long-term Complications,63,"49,529",127.2,113.1,,,,,,
2076,2006,Lake,3,Diabetes Long-term Complications,69,"49,985",138.0,123.0,,,,,,
2077,2007,Lake,3,Diabetes Long-term Complications,53,"50,130",105.7,93.5,,,,,,
2078,2008,Lake,3,Diabetes Long-term Complications,39,"50,505",77.2,67.9,,,,,,
2079,2009,Lake,3,Diabetes Long-term Complications,50,"50,721",98.6,86.1,,,,,,
2080,2010,Lake,3,Diabetes Long-term Complications,62,"51,151",121.2,105.6,,,,,,
2081,2011,Lake,3,Diabetes Long-term Complications,68,"51,085",133.1,114.8,,,,,,
2082,2012,Lake,3,Diabetes Long-term Complications,87,"51,501",168.9,146.9,,,,,,
2083,2013,Lake,3,Diabetes Long-term Complications,76,"51,581",147.3,127.1,,,,,,
2084,2014,Lake,3,Diabetes Long-term Complications,61,"52,953",115.2,100.2,,,,,,
2085,2015,Lake,3,Diabetes Long-term Complications,59,"39,003",151.3,129.4,,,,,,
2086,2016,Lake,3,Diabetes Long-term Complications,,,,,69,"50,676",136.2,97.7,,
2087,2017,Lake,3,Diabetes Long-term Complications,,,,,68,"50,717",134.1,96.3,,
2088,2018,Lake,3,Diabetes Long-term Complications,,,,,67,"50,861",131.7,94.6,,
2089,2019,Lake,3,Diabetes Long-term Complications,,,,,51,"50,831",100.3,72.0,,
2090,2020,Lake,3,Diabetes Long-term Complications,,,,,50,"53,524",93.4,67.0,,
2091,2021,Lake,3,Diabetes Long-term Complications,,,,,65,"53,734",121.0,87.2,,
2092,2022,Lake,3,Diabetes Long-term Complications,,,,,62,"53,338",116.2,83.6,,
2093,2023,Lake,3,Diabetes Long-term Complications,,,,,69,"52,978",130.2,89.0,,
2094,2005,Lassen,3,Diabetes Long-term Complications,17,"27,722",61.3,70.2,,,,,,
2095,2006,Lassen,3,Diabetes Long-term Complications,20,"27,919",71.6,81.3,,,,,,
2096,2007,Lassen,3,Diabetes Long-term Complications,22,"29,030",75.8,86.3,,,,,,
2097,2008,Lassen,3,Diabetes Long-term Complications,22,"28,658",76.8,86.3,,,,,,
2098,2009,Lassen,3,Diabetes Long-term Complications,15,"28,696",52.3,58.1,,,,,,
2099,2010,Lassen,3,Diabetes Long-term Complications,36,"28,485",126.4,139.6,,,,,,
2100,2011,Lassen,3,Diabetes Long-term Complications,17,"28,179",60.3,66.3,,,,,,
2101,2012,Lassen,3,Diabetes Long-term Complications,14,"29,146",48.0,54.5,,,,,,
2102,2013,Lassen,3,Diabetes Long-term Complications,9,"27,797",32.4,36.0,,,,,,
2103,2014,Lassen,3,Diabetes Long-term Complications,24,"29,236",82.1,89.9,,,,,,
2104,2015,Lassen,3,Diabetes Long-term Complications,22,"20,747",106.0,118.2,,,,,,
2105,2016,Lassen,3,Diabetes Long-term Complications,,,,,34,"25,378",134.0,120.2,,
2106,2017,Lassen,3,Diabetes Long-term Complications,,,,,34,"25,575",132.9,119.1,,
2107,2018,Lassen,3,Diabetes Long-term Complications,,,,,37,"25,359",145.9,129.8,,
2108,2019,Lassen,3,Diabetes Long-term Complications,,,,,18,"25,378",70.9,62.6,,
2109,2020,Lassen,3,Diabetes Long-term Complications,,,,,6,"26,785",22.4,20.1,,
2110,2021,Lassen,3,Diabetes Long-term Complications,,,,,11,"26,258",41.9,37.1,,
2111,2022,Lassen,3,Diabetes Long-term Complications,,,,,16,"24,446",65.5,55.8,,
2112,2023,Lassen,3,Diabetes Long-term Complications,,,,,15,"23,438",64.0,43.0,,
2113,2005,Los Angeles,3,Diabetes Long-term Complications,"9,407","7,202,516",130.6,150.0,,,,,,
2114,2006,Los Angeles,3,Diabetes Long-term Complications,"10,040","7,208,716",139.3,159.0,,,,,,
2115,2007,Los Angeles,3,Diabetes Long-term Complications,"10,176","7,223,112",140.9,159.4,,,,,,
2116,2008,Los Angeles,3,Diabetes Long-term Complications,"10,399","7,281,072",142.8,160.4,,,,,,
2117,2009,Los Angeles,3,Diabetes Long-term Complications,"10,176","7,353,912",138.4,154.3,,,,,,
2118,2010,Los Angeles,3,Diabetes Long-term Complications,"10,150","7,416,633",136.9,151.4,,,,,,
2119,2011,Los Angeles,3,Diabetes Long-term Complications,"10,099","7,504,083",134.6,147.9,,,,,,
2120,2012,Los Angeles,3,Diabetes Long-term Complications,"9,991","7,317,992",136.5,144.0,,,,,,
2121,2013,Los Angeles,3,Diabetes Long-term Complications,"9,493","7,410,685",128.1,134.3,,,,,,
2122,2014,Los Angeles,3,Diabetes Long-term Complications,"8,977","7,525,122",119.3,126.3,,,,,,
2123,2015,Los Angeles,3,Diabetes Long-term Complications,"6,909","5,622,301",122.9,125.0,,,,,,
2124,2016,Los Angeles,3,Diabetes Long-term Complications,,,,,"6,795","7,844,956",86.6,98.4,,
2125,2017,Los Angeles,3,Diabetes Long-term Complications,,,,,"7,998","7,870,676",101.6,114.5,,
2126,2018,Los Angeles,3,Diabetes Long-term Complications,,,,,"7,875","7,879,584",99.9,111.7,,
2127,2019,Los Angeles,3,Diabetes Long-term Complications,,,,,"8,340","7,871,889",105.9,117.4,,
2128,2020,Los Angeles,3,Diabetes Long-term Complications,,,,,"6,955","7,884,705",88.2,96.9,,
2129,2021,Los Angeles,3,Diabetes Long-term Complications,,,,,"7,416","7,772,371",95.4,103.3,,
2130,2022,Los Angeles,3,Diabetes Long-term Complications,,,,,"8,312","7,737,357",107.4,115.6,,
2131,2023,Los Angeles,3,Diabetes Long-term Complications,,,,,"9,272","7,710,575",120.3,115.2,,
2132,2005,Madera,3,Diabetes Long-term Complications,91,"100,047",91.0,99.2,,,,,,
2133,2006,Madera,3,Diabetes Long-term Complications,85,"102,344",83.1,90.5,,,,,,
2134,2007,Madera,3,Diabetes Long-term Complications,94,"104,227",90.2,97.7,,,,,,
2135,2008,Madera,3,Diabetes Long-term Complications,109,"105,909",102.9,111.2,,,,,,
2136,2009,Madera,3,Diabetes Long-term Complications,98,"106,674",91.9,98.7,,,,,,
2137,2010,Madera,3,Diabetes Long-term Complications,80,"108,385",73.8,79.2,,,,,,
2138,2011,Madera,3,Diabetes Long-term Complications,95,"109,902",86.4,92.4,,,,,,
2139,2012,Madera,3,Diabetes Long-term Complications,76,"106,934",71.1,73.5,,,,,,
2140,2013,Madera,3,Diabetes Long-term Complications,94,"107,252",87.6,89.9,,,,,,
2141,2014,Madera,3,Diabetes Long-term Complications,108,"113,845",94.9,99.0,,,,,,
2142,2015,Madera,3,Diabetes Long-term Complications,90,"81,407",110.6,111.0,,,,,,
2143,2016,Madera,3,Diabetes Long-term Complications,,,,,103,"111,156",92.7,85.0,,
2144,2017,Madera,3,Diabetes Long-term Complications,,,,,126,"112,306",112.2,102.6,,
2145,2018,Madera,3,Diabetes Long-term Complications,,,,,128,"113,445",112.8,102.9,,
2146,2019,Madera,3,Diabetes Long-term Complications,,,,,127,"113,829",111.6,100.9,,
2147,2020,Madera,3,Diabetes Long-term Complications,,,,,107,"113,532",94.2,85.0,,
2148,2021,Madera,3,Diabetes Long-term Complications,,,,,132,"115,760",114.0,103.3,,
2149,2022,Madera,3,Diabetes Long-term Complications,,,,,183,"116,890",156.6,141.7,,
2150,2023,Madera,3,Diabetes Long-term Complications,,,,,175,"118,944",147.1,104.9,,
2151,2005,Marin,3,Diabetes Long-term Complications,95,"194,828",48.8,45.1,,,,,,
2152,2006,Marin,3,Diabetes Long-term Complications,92,"194,956",47.2,43.3,,,,,,
2153,2007,Marin,3,Diabetes Long-term Complications,86,"196,294",43.8,39.9,,,,,,
2154,2008,Marin,3,Diabetes Long-term Complications,74,"197,929",37.4,33.7,,,,,,
2155,2009,Marin,3,Diabetes Long-term Complications,87,"199,904",43.5,38.9,,,,,,
2156,2010,Marin,3,Diabetes Long-term Complications,78,"201,547",38.7,34.3,,,,,,
2157,2011,Marin,3,Diabetes Long-term Complications,85,"203,181",41.8,36.7,,,,,,
2158,2012,Marin,3,Diabetes Long-term Complications,47,"200,046",23.5,20.1,,,,,,
2159,2013,Marin,3,Diabetes Long-term Complications,65,"202,161",32.2,27.3,,,,,,
2160,2014,Marin,3,Diabetes Long-term Complications,59,"201,613",29.3,24.8,,,,,,
2161,2015,Marin,3,Diabetes Long-term Complications,69,"152,906",45.1,37.5,,,,,,
2162,2016,Marin,3,Diabetes Long-term Complications,,,,,62,"207,330",29.9,43.2,,
2163,2017,Marin,3,Diabetes Long-term Complications,,,,,44,"207,121",21.2,30.5,,
2164,2018,Marin,3,Diabetes Long-term Complications,,,,,72,"207,824",34.6,49.4,,
2165,2019,Marin,3,Diabetes Long-term Complications,,,,,64,"207,790",30.8,43.7,,
2166,2020,Marin,3,Diabetes Long-term Complications,,,,,58,"209,991",27.6,39.0,,
2167,2021,Marin,3,Diabetes Long-term Complications,,,,,65,"209,428",31.0,43.8,,
2168,2022,Marin,3,Diabetes Long-term Complications,,,,,73,"207,716",35.1,49.2,,
2169,2023,Marin,3,Diabetes Long-term Complications,,,,,69,"206,190",33.5,37.1,,
2170,2005,Mariposa,3,Diabetes Long-term Complications,10,"14,466",69.1,59.1,,,,,,
2171,2006,Mariposa,3,Diabetes Long-term Complications,11,"14,728",74.7,63.6,,,,,,
2172,2007,Mariposa,3,Diabetes Long-term Complications,12,"14,903",80.5,67.8,,,,,,
2173,2008,Mariposa,3,Diabetes Long-term Complications,11,"14,996",73.4,60.7,,,,,,
2174,2009,Mariposa,3,Diabetes Long-term Complications,8,"14,925",53.6,43.7,,,,,,
2175,2010,Mariposa,3,Diabetes Long-term Complications,11,"15,017",73.3,59.7,,,,,,
2176,2011,Mariposa,3,Diabetes Long-term Complications,6,"15,033",39.9,32.3,,,,,,
2177,2012,Mariposa,3,Diabetes Long-term Complications,15,"16,563",90.6,79.8,,,,,,
2178,2013,Mariposa,3,Diabetes Long-term Complications,12,"16,491",72.8,63.9,,,,,,
2179,2014,Mariposa,3,Diabetes Long-term Complications,13,"16,334",79.6,66.3,,,,,,
2180,2015,Mariposa,3,Diabetes Long-term Complications,12,"12,911",92.9,83.8,,,,,,
2181,2016,Mariposa,3,Diabetes Long-term Complications,,,,,9,"14,636",61.5,50.0,,
2182,2017,Mariposa,3,Diabetes Long-term Complications,,,,,5,"14,614",34.2,27.8,,
2183,2018,Mariposa,3,Diabetes Long-term Complications,,,,,12,"14,527",82.6,67.2,,
2184,2019,Mariposa,3,Diabetes Long-term Complications,,,,,11,"14,338",76.7,62.1,,
2185,2020,Mariposa,3,Diabetes Long-term Complications,,,,,13,"14,229",91.4,73.4,,
2186,2021,Mariposa,3,Diabetes Long-term Complications,,,,,9,"14,120",63.7,51.2,,
2187,2022,Mariposa,3,Diabetes Long-term Complications,,,,,11,"14,037",78.4,63.1,,
2188,2023,Mariposa,3,Diabetes Long-term Complications,,,,,16,"13,883",115.2,82.8,,
2189,2005,Mendocino,3,Diabetes Long-term Complications,51,"67,693",75.3,71.8,,,,,,
2190,2006,Mendocino,3,Diabetes Long-term Complications,82,"67,469",121.5,115.0,,,,,,
2191,2007,Mendocino,3,Diabetes Long-term Complications,70,"67,582",103.6,97.2,,,,,,
2192,2008,Mendocino,3,Diabetes Long-term Complications,65,"68,025",95.6,89.1,,,,,,
2193,2009,Mendocino,3,Diabetes Long-term Complications,68,"68,421",99.4,92.1,,,,,,
2194,2010,Mendocino,3,Diabetes Long-term Complications,76,"68,517",110.9,102.3,,,,,,
2195,2011,Mendocino,3,Diabetes Long-term Complications,66,"68,336",96.6,88.1,,,,,,
2196,2012,Mendocino,3,Diabetes Long-term Complications,54,"68,344",79.0,71.2,,,,,,
2197,2013,Mendocino,3,Diabetes Long-term Complications,61,"68,379",89.2,79.7,,,,,,
2198,2014,Mendocino,3,Diabetes Long-term Complications,85,"69,334",122.6,109.6,,,,,,
2199,2015,Mendocino,3,Diabetes Long-term Complications,41,"51,516",79.6,69.9,,,,,,
2200,2016,Mendocino,3,Diabetes Long-term Complications,,,,,47,"68,410",68.7,52.9,,
2201,2017,Mendocino,3,Diabetes Long-term Complications,,,,,59,"68,784",85.8,65.7,,
2202,2018,Mendocino,3,Diabetes Long-term Complications,,,,,44,"68,876",63.9,48.7,,
2203,2019,Mendocino,3,Diabetes Long-term Complications,,,,,61,"68,548",89.0,67.2,,
2204,2020,Mendocino,3,Diabetes Long-term Complications,,,,,61,"71,994",84.7,63.7,,
2205,2021,Mendocino,3,Diabetes Long-term Complications,,,,,49,"71,916",68.1,51.2,,
2206,2022,Mendocino,3,Diabetes Long-term Complications,,,,,54,"71,066",76.0,56.5,,
2207,2023,Mendocino,3,Diabetes Long-term Complications,,,,,57,"70,576",80.8,55.7,,
2208,2005,Merced,3,Diabetes Long-term Complications,179,"162,795",110.0,130.0,,,,,,
2209,2006,Merced,3,Diabetes Long-term Complications,204,"165,009",123.6,146.1,,,,,,
2210,2007,Merced,3,Diabetes Long-term Complications,246,"167,724",146.7,172.2,,,,,,
2211,2008,Merced,3,Diabetes Long-term Complications,219,"169,736",129.0,150.3,,,,,,
2212,2009,Merced,3,Diabetes Long-term Complications,202,"171,809",117.6,135.8,,,,,,
2213,2010,Merced,3,Diabetes Long-term Complications,264,"175,232",150.7,173.0,,,,,,
2214,2011,Merced,3,Diabetes Long-term Complications,253,"178,783",141.5,161.6,,,,,,
2215,2012,Merced,3,Diabetes Long-term Complications,221,"174,274",126.8,138.9,,,,,,
2216,2013,Merced,3,Diabetes Long-term Complications,238,"176,084",135.2,147.0,,,,,,
2217,2014,Merced,3,Diabetes Long-term Complications,200,"184,892",108.2,120.7,,,,,,
2218,2015,Merced,3,Diabetes Long-term Complications,174,"133,727",130.1,137.6,,,,,,
2219,2016,Merced,3,Diabetes Long-term Complications,,,,,211,"187,379",112.6,109.6,,
2220,2017,Merced,3,Diabetes Long-term Complications,,,,,274,"190,075",144.2,140.1,,
2221,2018,Merced,3,Diabetes Long-term Complications,,,,,291,"193,011",150.8,146.3,,
2222,2019,Merced,3,Diabetes Long-term Complications,,,,,275,"196,051",140.3,135.7,,
2223,2020,Merced,3,Diabetes Long-term Complications,,,,,281,"199,655",140.7,134.9,,
2224,2021,Merced,3,Diabetes Long-term Complications,,,,,315,"201,787",156.1,148.5,,
2225,2022,Merced,3,Diabetes Long-term Complications,,,,,316,"207,099",152.6,147.0,,
2226,2023,Merced,3,Diabetes Long-term Complications,,,,,304,"209,020",145.4,111.9,,
2227,2005,Modoc,3,Diabetes Long-term Complications,2,"7,407",27.0,23.1,,,,,,
2228,2006,Modoc,3,Diabetes Long-term Complications,2,"7,461",26.8,22.9,,,,,,
2229,2007,Modoc,3,Diabetes Long-term Complications,1,"7,429",13.5,11.4,,,,,,
2230,2008,Modoc,3,Diabetes Long-term Complications,5,"7,469",66.9,56.6,,,,,,
2231,2009,Modoc,3,Diabetes Long-term Complications,6,"7,565",79.3,66.6,,,,,,
2232,2010,Modoc,3,Diabetes Long-term Complications,5,"7,599",65.8,55.1,,,,,,
2233,2011,Modoc,3,Diabetes Long-term Complications,2,"7,517",26.6,21.9,,,,,,
2234,2012,Modoc,3,Diabetes Long-term Complications,4,"9,249",43.2,43.6,,,,,,
2235,2013,Modoc,3,Diabetes Long-term Complications,5,"9,141",54.7,54.8,,,,,,
2236,2014,Modoc,3,Diabetes Long-term Complications,4,"8,570",46.7,42.6,,,,,,
2237,2015,Modoc,3,Diabetes Long-term Complications,4,"7,417",53.9,58.3,,,,,,
2238,2016,Modoc,3,Diabetes Long-term Complications,,,,,4,"7,172",55.8,31.4,,
2239,2017,Modoc,3,Diabetes Long-term Complications,,,,,3,"7,115",42.2,23.6,,
2240,2018,Modoc,3,Diabetes Long-term Complications,,,,,5,"7,066",70.8,39.3,,
2241,2019,Modoc,3,Diabetes Long-term Complications,,,,,4,"7,114",56.2,31.3,,
2242,2020,Modoc,3,Diabetes Long-term Complications,,,,,5,"6,998",71.4,39.3,,
2243,2021,Modoc,3,Diabetes Long-term Complications,,,,,5,"7,005",71.4,39.0,,
2244,2022,Modoc,3,Diabetes Long-term Complications,,,,,2,"6,957",28.7,15.7,,
2245,2023,Modoc,3,Diabetes Long-term Complications,,,,,2,"6,906",29.0,15.2,,
2246,2005,Mono,3,Diabetes Long-term Complications,1,"10,514",9.5,10.8,,,,,,
2247,2006,Mono,3,Diabetes Long-term Complications,1,"10,747",9.3,10.5,,,,,,
2248,2007,Mono,3,Diabetes Long-term Complications,0,"10,719",0.0,0.0,,,,,,
2249,2008,Mono,3,Diabetes Long-term Complications,2,"10,892",18.4,20.1,,,,,,
2250,2009,Mono,3,Diabetes Long-term Complications,0,"11,055",0.0,0.0,,,,,,
2251,2010,Mono,3,Diabetes Long-term Complications,1,"11,224",8.9,9.6,,,,,,
2252,2011,Mono,3,Diabetes Long-term Complications,3,"11,294",26.6,28.2,,,,,,
2253,2012,Mono,3,Diabetes Long-term Complications,2,"13,186",15.2,18.0,,,,,,
2254,2013,Mono,3,Diabetes Long-term Complications,3,"12,990",23.1,26.9,,,,,,
2255,2014,Mono,3,Diabetes Long-term Complications,3,"12,503",24.0,26.5,,,,,,
2256,2015,Mono,3,Diabetes Long-term Complications,1,"10,444",9.6,11.4,,,,,,
2257,2016,Mono,3,Diabetes Long-term Complications,,,,,5,"11,591",43.1,53.8,,
2258,2017,Mono,3,Diabetes Long-term Complications,,,,,5,"11,686",42.8,53.2,,
2259,2018,Mono,3,Diabetes Long-term Complications,,,,,1,"11,760",8.5,10.4,,
2260,2019,Mono,3,Diabetes Long-term Complications,,,,,4,"11,882",33.7,41.0,,
2261,2020,Mono,3,Diabetes Long-term Complications,,,,,6,"10,910",55.0,66.4,,
2262,2021,Mono,3,Diabetes Long-term Complications,,,,,3,"10,984",27.3,32.7,,
2263,2022,Mono,3,Diabetes Long-term Complications,,,,,4,"10,782",37.1,43.7,,
2264,2023,Mono,3,Diabetes Long-term Complications,,,,,1,"10,809",9.3,10.8,,
2265,2005,Monterey,3,Diabetes Long-term Complications,322,"294,634",109.3,124.0,,,,,,
2266,2006,Monterey,3,Diabetes Long-term Complications,322,"292,832",110.0,124.0,,,,,,
2267,2007,Monterey,3,Diabetes Long-term Complications,279,"293,684",95.0,106.3,,,,,,
2268,2008,Monterey,3,Diabetes Long-term Complications,329,"296,155",111.1,123.4,,,,,,
2269,2009,Monterey,3,Diabetes Long-term Complications,284,"299,502",94.8,104.7,,,,,,
2270,2010,Monterey,3,Diabetes Long-term Complications,277,"304,351",91.0,100.0,,,,,,
2271,2011,Monterey,3,Diabetes Long-term Complications,316,"308,056",102.6,112.3,,,,,,
2272,2012,Monterey,3,Diabetes Long-term Complications,282,"301,958",93.4,98.6,,,,,,
2273,2013,Monterey,3,Diabetes Long-term Complications,344,"304,287",113.1,118.4,,,,,,
2274,2014,Monterey,3,Diabetes Long-term Complications,305,"305,907",99.7,105.2,,,,,,
2275,2015,Monterey,3,Diabetes Long-term Complications,249,"229,305",108.6,110.4,,,,,,
2276,2016,Monterey,3,Diabetes Long-term Complications,,,,,233,"318,887",73.1,86.9,,
2277,2017,Monterey,3,Diabetes Long-term Complications,,,,,325,"319,394",101.8,119.7,,
2278,2018,Monterey,3,Diabetes Long-term Complications,,,,,344,"319,764",107.6,125.5,,
2279,2019,Monterey,3,Diabetes Long-term Complications,,,,,349,"320,591",108.9,126.2,,
2280,2020,Monterey,3,Diabetes Long-term Complications,,,,,286,"324,926",88.0,101.6,,
2281,2021,Monterey,3,Diabetes Long-term Complications,,,,,304,"325,443",93.4,107.0,,
2282,2022,Monterey,3,Diabetes Long-term Complications,,,,,324,"322,881",100.3,113.8,,
2283,2023,Monterey,3,Diabetes Long-term Complications,,,,,371,"321,055",115.6,121.1,,
2284,2005,Napa,3,Diabetes Long-term Complications,99,"99,628",99.4,96.3,,,,,,
2285,2006,Napa,3,Diabetes Long-term Complications,79,"100,569",78.6,75.8,,,,,,
2286,2007,Napa,3,Diabetes Long-term Complications,75,"101,701",73.7,70.9,,,,,,
2287,2008,Napa,3,Diabetes Long-term Complications,61,"102,958",59.2,56.9,,,,,,
2288,2009,Napa,3,Diabetes Long-term Complications,74,"103,909",71.2,68.2,,,,,,
